GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,C1K001
"G0100010","1970","Alabama","01","Autauga","001",,,,,,,,,"Autauga",49252650
"G0100030","1970","Alabama","01","Baldwin","003",,,,,"5160",,,,"Baldwin",124650800
"G0100050","1970","Alabama","01","Barbour","005",,,,,,,,,"Barbour",37247650
"G0100070","1970","Alabama","01","Bibb","007",,,,,,,,,"Bibb",21980900
"G0100090","1970","Alabama","01","Blount","009",,,,,,,,,"Blount",50522750
"G0100110","1970","Alabama","01","Bullock","011",,,,,,,,,"Bullock",14281800
"G0100130","1970","Alabama","01","Butler","013",,,,,,,,,"Butler",35488450
"G0100150","1970","Alabama","01","Calhoun","015",,,,,,,,,"Calhoun",214959050
"G0100170","1970","Alabama","01","Chambers","017",,,,,,,,,"Chambers",71780200
"G0100190","1970","Alabama","01","Cherokee","019",,,,,,,,,"Cherokee",28736400
"G0100210","1970","Alabama","01","Chilton","021",,,,,,,,,"Chilton",44629500
"G0100230","1970","Alabama","01","Choctaw","023",,,,,,,,,"Choctaw",26051300
"G0100250","1970","Alabama","01","Clarke","025",,,,,,,,,"Clarke",46082950
"G0100270","1970","Alabama","01","Clay","027",,,,,,,,,"Clay",21428300
"G0100290","1970","Alabama","01","Cleburne","029",,,,,,,,,"Cleburne",19780750
"G0100310","1970","Alabama","01","Coffee","031",,,,,,,,,"Coffee",74049300
"G0100330","1970","Alabama","01","Colbert","033",,,,,,,,,"Colbert",108204450
"G0100350","1970","Alabama","01","Conecuh","035",,,,,,,,,"Conecuh",23394350
"G0100370","1970","Alabama","01","Coosa","037",,,,,,,,,"Coosa",19478850
"G0100390","1970","Alabama","01","Covington","039",,,,,,,,,"Covington",63920950
"G0100410","1970","Alabama","01","Crenshaw","041",,,,,,,,,"Crenshaw",20349950
"G0100430","1970","Alabama","01","Cullman","043",,,,,,,,,"Cullman",98835450
"G0100450","1970","Alabama","01","Dale","045",,,,,,,,,"Dale",99139450
"G0100470","1970","Alabama","01","Dallas","047",,,,,,,,,"Dallas",93104400
"G0100490","1970","Alabama","01","DeKalb","049",,,,,"5160",,,,"De Kalb",71450950
"G0100510","1970","Alabama","01","Elmore","051",,,,,"5240",,,,"Elmore",63219400
"G0100530","1970","Alabama","01","Escambia","053",,,,,"5240",,,,"Escambia",60100300
"G0100550","1970","Alabama","01","Etowah","055",,,,,"2880",,,,"Etowah",212473550
"G0100570","1970","Alabama","01","Fayette","057",,,,,,,,,"Fayette",29163800
"G0100590","1970","Alabama","01","Franklin","059",,,,,,,,,"Franklin",45465700
"G0100610","1970","Alabama","01","Geneva","061",,,,,,,,,"Geneva",40888800
"G0100630","1970","Alabama","01","Greene","063",,,,,,,,,"Greene",11730000
"G0100650","1970","Alabama","01","Hale","065",,,,,,,,,"Hale",18772900
"G0100670","1970","Alabama","01","Henry","067",,,,,,,,,"Henry",21146100
"G0100690","1970","Alabama","01","Houston","069",,,,,,,,,"Houston",128776550
"G0100710","1970","Alabama","01","Jackson","071",,,,,"2880",,,,"Jackson",75014750
"G0100730","1970","Alabama","01","Jefferson","073",,,,,"1000",,,,"Jefferson",1667651500
"G0100750","1970","Alabama","01","Lamar","075",,,,,,,,,"Lamar",23137200
"G0100770","1970","Alabama","01","Lauderdale","077",,,,,,,,,"Lauderdale",152216150
"G0100790","1970","Alabama","01","Lawrence","079",,,,,,,,,"Lawrence",47492800
"G0100810","1970","Alabama","01","Lee","081",,,,,"1000",,,,"Lee",123796750
"G0100830","1970","Alabama","01","Limestone","083",,,,,"3440",,,,"Limestone",84809700
"G0100850","1970","Alabama","01","Lowndes","085",,,,,,,,,"Lowndes",14431500
"G0100870","1970","Alabama","01","Macon","087",,,,,,,,,"Macon",33349750
"G0100890","1970","Alabama","01","Madison","089",,,,,"3440",,,,"Madison",537841250
"G0100910","1970","Alabama","01","Marengo","091",,,,,,,,,"Marengo",36177000
"G0100930","1970","Alabama","01","Marion","093",,,,,,,,,"Marion",44173250
"G0100950","1970","Alabama","01","Marshall","095",,,,,"3440",,,,"Marshall",111700950
"G0100970","1970","Alabama","01","Mobile","097",,,,,"5160",,,,"Mobile",703698200
"G0100990","1970","Alabama","01","Monroe","099",,,,,"5160",,,,"Monroe",33730550
"G0101010","1970","Alabama","01","Montgomery","101",,,,,"5240",,,,"Montgomery",399555200
"G0101030","1970","Alabama","01","Morgan","103",,,,,,,,,"Morgan",190352950
"G0101050","1970","Alabama","01","Perry","105",,,,,,,,,"Perry",20473400
"G0101070","1970","Alabama","01","Pickens","107",,,,,,,,,"Pickens",31591850
"G0101090","1970","Alabama","01","Pike","109",,,,,,,,,"Pike",44809600
"G0101110","1970","Alabama","01","Randolph","111",,,,,"5240",,,,"Randolph",32819350
"G0101130","1970","Alabama","01","Russell","113",,,,,"1800",,,,"Russell",77536800
"G0101150","1970","Alabama","01","St Clair","115",,,,,"1800",,,,"St Clair",53099950
"G0101170","1970","Alabama","01","Shelby","117",,,,,"1000",,,,"Shelby",80803500
"G0101190","1970","Alabama","01","Sumter","119",,,,,,,,,"Sumter",21428850
"G0101210","1970","Alabama","01","Talladega","121",,,,,,,,,"Talladega",126552300
"G0101230","1970","Alabama","01","Tallapoosa","123",,,,,"1000",,,,"Tallapoosa",65459750
"G0101250","1970","Alabama","01","Tuscaloosa","125",,,,,"8600",,,,"Tuscaloosa",228139650
"G0101270","1970","Alabama","01","Walker","127",,,,,"1000",,,,"Walker",107218050
"G0101290","1970","Alabama","01","Washington","129",,,,,,,,,"Washington",24678200
"G0101310","1970","Alabama","01","Wilcox","131",,,,,,,,,"Wilcox",19202250
"G0101330","1970","Alabama","01","Winston","133",,,,,"1000",,,,"Winston",33744150
"G0200100","1970","Alaska","02","Aleutian Islands","010",,,,,,,,,"Aleutian Islands",10314500
"G0200200","1970","Alaska","02","Anchorage","020",,,,,,,,,"Anchorage",451648950
"G0200300","1970","Alaska","02","Angoon","030",,,,,,,,,"Angoon",181400
"G0200400","1970","Alaska","02","Barrow","040",,,,,,,,,"Barrow",4073450
"G0200500","1970","Alaska","02","Bethel","050",,,,,,,,,"Bethel",8244800
"G0200600","1970","Alaska","02","Bristol Bay Borough","060",,,,,,,,,"Bristol Bay Borough",1644950
"G0200700","1970","Alaska","02","Dillingham","070",,,,,,,,,"Bristol Bay Division",4995000
"G0200800","1970","Alaska","02","Cordova-McCarthy","080",,,,,,,,,"Cordova-Mc Carthy",5327950
"G0200900","1970","Alaska","02","Fairbanks North Star","090",,,,,,,,,"Fairbanks",140763900
"G0201000","1970","Alaska","02","Haines","100",,,,,,,,,"Haines",5352400
"G0201100","1970","Alaska","02","Juneau","110",,,,,,,,,"Juneau",59327450
"G0201200","1970","Alaska","02","Kenai-Cook Inlet","120",,,,,,,,,"Kenai-Cook Inlet",47316850
"G0201300","1970","Alaska","02","Ketchikan Gateway","130",,,,,,,,,"Ketchikan",31279750
"G0201400","1970","Alaska","02","Kobuk","140",,,,,,,,,"Kobuk",5717850
"G0201500","1970","Alaska","02","Kodiak Island","150",,,,,,,,,"Kodiak",23944150
"G0201600","1970","Alaska","02","Kuskokwim","160",,,,,,,,,"Kuskokwim",2212750
"G0201700","1970","Alaska","02","Matanuska-Susitna","170",,,,,,,,,"Matanuska-Susitna",16558300
"G0201800","1970","Alaska","02","Nome","180",,,,,,,,,"Nome",9345450
"G0201900","1970","Alaska","02","Outer Ketchikan","190",,,,,,,,,"Outer Ketchikan",4004650
"G0202000","1970","Alaska","02","Prince Of Wales","200",,,,,,,,,"Prince Of Wales",5827100
"G0202100","1970","Alaska","02","Seward","210",,,,,,,,,"Seward",5853200
"G0202200","1970","Alaska","02","Sitka","220",,,,,,,,,"Sitka",20993200
"G0202300","1970","Alaska","02","Skagway-Yakutat","230",,,,,,,,,"Skagway-Yakutat",4986750
"G0202400","1970","Alaska","02","Southeast Fairbanks","240",,,,,,,,,"Southeast Fairbanks",11205100
"G0202500","1970","Alaska","02","Upper Yukon","250",,,,,,,,,"Upper Yukon",2330950
"G0202600","1970","Alaska","02","Valdez-Chitina-Whittier","260",,,,,,,,,"Valdez-Chitina-Whittier",12559900
"G0202700","1970","Alaska","02","Wade Hampton","270",,,,,,,,,"Wade Hampton",2914400
"G0202800","1970","Alaska","02","Wrangell-Petersburg","280",,,,,,,,,"Wrangell-Petersburg",14376200
"G0202900","1970","Alaska","02","Yukon-Koyukuk","290",,,,,,,,,"Yukon-Koyukuk",10481850
"G0400010","1970","Arizona","04","Apache","001",,,,,,,,,"Apache",36623400
"G0400030","1970","Arizona","04","Cochise","003",,,,,,,,,"Cochise",136179950
"G0400050","1970","Arizona","04","Coconino","005",,,,,,,,,"Coconino",99199050
"G0400070","1970","Arizona","04","Gila","007",,,,,,,,,"Gila",62563550
"G0400090","1970","Arizona","04","Graham","009",,,,,,,,,"Graham",28770150
"G0400110","1970","Arizona","04","Greenlee","011",,,,,,,,,"Greenlee",27876800
"G0400130","1970","Arizona","04","Maricopa","013",,,,,"6200",,,,"Maricopa",2772380950
"G0400150","1970","Arizona","04","Mohave","015",,,,,,,,,"Mohave",71788450
"G0400170","1970","Arizona","04","Navajo","017",,,,,"6200",,,,"Navajo",74275850
"G0400190","1970","Arizona","04","Pima","019",,,,,"8520",,,,"Pima",910767300
"G0400210","1970","Arizona","04","Pinal","021",,,,,,,,,"Pinal",133037450
"G0400230","1970","Arizona","04","Santa Cruz","023",,,,,,,,,"Santa Cruz",29154900
"G0400250","1970","Arizona","04","Yavapai","025",,,,,,,,,"Yavapai",83908300
"G0400270","1970","Arizona","04","Yuma","027",,,,,"8520",,,,"Yuma",136976000
"G0500010","1970","Arkansas","05","Arkansas","001",,,,,,,,,"Arkansas",47202300
"G0500030","1970","Arkansas","05","Ashley","003",,,,,,,,,"Ashley",46249000
"G0500050","1970","Arkansas","05","Baxter","005",,,,,,,,,"Baxter",30636050
"G0500070","1970","Arkansas","05","Benton","007",,,,,,,,,"Benton",105664250
"G0500090","1970","Arkansas","05","Boone","009",,,,,,,,,"Boone",41292500
"G0500110","1970","Arkansas","05","Bradley","011",,,,,,,,,"Bradley",20976950
"G0500130","1970","Arkansas","05","Calhoun","013",,,,,,,,,"Calhoun",8852100
"G0500150","1970","Arkansas","05","Carroll","015",,,,,,,,,"Carroll",24146100
"G0500170","1970","Arkansas","05","Chicot","017",,,,,,,,,"Chicot",24288250
"G0500190","1970","Arkansas","05","Clark","019",,,,,,,,,"Clark",38141650
"G0500210","1970","Arkansas","05","Clay","021",,,,,,,,,"Clay",31457750
"G0500230","1970","Arkansas","05","Cleburne","023",,,,,,,,,"Cleburne",17571800
"G0500250","1970","Arkansas","05","Cleveland","025",,,,,,,,,"Cleveland",9573300
"G0500270","1970","Arkansas","05","Columbia","027",,,,,,,,,"Columbia",49046900
"G0500290","1970","Arkansas","05","Conway","029",,,,,,,,,"Conway",30083150
"G0500310","1970","Arkansas","05","Craighead","031",,,,,,,,,"Craighead",113469700
"G0500330","1970","Arkansas","05","Crawford","033",,,,,"2720",,,,"Crawford",46550050
"G0500350","1970","Arkansas","05","Crittenden","035",,,,,"4920",,,,"Crittenden",87762250
"G0500370","1970","Arkansas","05","Cross","037",,,,,,,,,"Cross",35927200
"G0500390","1970","Arkansas","05","Dallas","039",,,,,,,,,"Dallas",18339000
"G0500410","1970","Arkansas","05","Desha","041",,,,,,,,,"Desha",31338700
"G0500430","1970","Arkansas","05","Drew","043",,,,,,,,,"Drew",25581150
"G0500450","1970","Arkansas","05","Faulkner","045",,,,,,,,,"Faulkner",59302050
"G0500470","1970","Arkansas","05","Franklin","047",,,,,,,,,"Franklin",18842300
"G0500490","1970","Arkansas","05","Fulton","049",,,,,,,,,"Fulton",10368450
"G0500510","1970","Arkansas","05","Garland","051",,,,,,,,,"Garland",107827250
"G0500530","1970","Arkansas","05","Grant","053",,,,,,,,,"Grant",20246900
"G0500550","1970","Arkansas","05","Greene","055",,,,,,,,,"Greene",47681700
"G0500570","1970","Arkansas","05","Hempstead","057",,,,,,,,,"Hempstead",34519100
"G0500590","1970","Arkansas","05","Hot Spring","059",,,,,,,,,"Hot Spring",45188350
"G0500610","1970","Arkansas","05","Howard","061",,,,,,,,,"Howard",21564700
"G0500630","1970","Arkansas","05","Independence","063",,,,,,,,,"Independence",42021150
"G0500650","1970","Arkansas","05","Izard","065",,,,,,,,,"Izard",11420750
"G0500670","1970","Arkansas","05","Jackson","067",,,,,"4920",,,,"Jackson",36794200
"G0500690","1970","Arkansas","05","Jefferson","069",,,,,"6240",,,,"Jefferson",168351000
"G0500710","1970","Arkansas","05","Johnson","071",,,,,,,,,"Johnson",23595950
"G0500730","1970","Arkansas","05","Lafayette","073",,,,,,,,,"Lafayette",14745700
"G0500750","1970","Arkansas","05","Lawrence","075",,,,,,,,,"Lawrence",28442900
"G0500770","1970","Arkansas","05","Lee","077",,,,,,,,,"Lee",24544750
"G0500790","1970","Arkansas","05","Lincoln","079",,,,,,,,,"Lincoln",17925000
"G0500810","1970","Arkansas","05","Little River","081",,,,,,,,,"Little River",21131200
"G0500830","1970","Arkansas","05","Logan","083",,,,,,,,,"Logan",26999150
"G0500850","1970","Arkansas","05","Lonoke","085",,,,,,,,,"Lonoke",47834550
"G0500870","1970","Arkansas","05","Madison","087",,,,,,,,,"Madison",13798300
"G0500890","1970","Arkansas","05","Marion","089",,,,,"6240",,,,"Marion",10736250
"G0500910","1970","Arkansas","05","Miller","091",,,,,"8360",,,,"Miller",66323600
"G0500930","1970","Arkansas","05","Mississippi","093",,,,,,,,,"Mississippi",104389400
"G0500950","1970","Arkansas","05","Monroe","095",,,,,,,,,"Monroe",21931800
"G0500970","1970","Arkansas","05","Montgomery","097",,,,,,,,,"Montgomery",9787150
"G0500990","1970","Arkansas","05","Nevada","099",,,,,,,,,"Nevada",15894350
"G0501010","1970","Arkansas","05","Newton","101",,,,,,,,,"Newton",7140300
"G0501030","1970","Arkansas","05","Ouachita","103",,,,,,,,,"Ouachita",58175900
"G0501050","1970","Arkansas","05","Perry","105",,,,,,,,,"Perry",8839900
"G0501070","1970","Arkansas","05","Phillips","107",,,,,,,,,"Phillips",61919350
"G0501090","1970","Arkansas","05","Pike","109",,,,,,,,,"Pike",15746450
"G0501110","1970","Arkansas","05","Poinsett","111",,,,,,,,,"Poinsett",46299400
"G0501130","1970","Arkansas","05","Polk","113",,,,,,,,,"Polk",23102900
"G0501150","1970","Arkansas","05","Pope","115",,,,,,,,,"Pope",54341800
"G0501170","1970","Arkansas","05","Prairie","117",,,,,"8360",,,,"Prairie",16517600
"G0501190","1970","Arkansas","05","Pulaski","119",,,,,"4400",,,,"Pulaski",717555500
"G0501210","1970","Arkansas","05","Randolph","121",,,,,,,,,"Randolph",21784700
"G0501230","1970","Arkansas","05","St Francis","123",,,,,,,,,"St Francis",48659450
"G0501250","1970","Arkansas","05","Saline","125",,,,,"4400",,,,"Saline",82128450
"G0501270","1970","Arkansas","05","Scott","127",,,,,,,,,"Scott",13384800
"G0501290","1970","Arkansas","05","Searcy","129",,,,,"4400",,,,"Searcy",11803700
"G0501310","1970","Arkansas","05","Sebastian","131",,,,,"2720",,,,"Sebastian",188775950
"G0501330","1970","Arkansas","05","Sevier","133",,,,,,,,,"Sevier",21833500
"G0501350","1970","Arkansas","05","Sharp","135",,,,,,,,,"Sharp",12594750
"G0501370","1970","Arkansas","05","Stone","137",,,,,,,,,"Stone",9358150
"G0501390","1970","Arkansas","05","Union","139",,,,,,,,,"Union",101293050
"G0501410","1970","Arkansas","05","Van Buren","141",,,,,,,,,"Van Buren",13151000
"G0501430","1970","Arkansas","05","Washington","143",,,,,,,,,"Washington",162268950
"G0501450","1970","Arkansas","05","White","145",,,,,,,,,"White",71717300
"G0501470","1970","Arkansas","05","Woodruff","147",,,,,,,,,"Woodruff",16927500
"G0501490","1970","Arkansas","05","Yell","149",,,,,"2720",,,,"Yell",26504850
"G0600010","1970","California","06","Alameda","001",,,,,"7360",,,,"Alameda",3284001350
"G0600030","1970","California","06","Alpine","003",,,,,,,,,"Alpine",1292350
"G0600050","1970","California","06","Amador","005",,,,,,,,,"Amador",30622500
"G0600070","1970","California","06","Butte","007",,,,,,,,,"Butte",243988200
"G0600090","1970","California","06","Calaveras","009",,,,,,,,,"Calaveras",36877650
"G0600110","1970","California","06","Colusa","011",,,,,,,,,"Colusa",35133000
"G0600130","1970","California","06","Contra Costa","013",,,,,"7360",,,,"Contra Costa",2018226250
"G0600150","1970","California","06","Del Norte","015",,,,,,,,,"Del Norte",36574200
"G0600170","1970","California","06","El Dorado","017",,,,,"7360",,,,"El Dorado",125933450
"G0600190","1970","California","06","Fresno","019",,,,,"2840",,,,"Fresno",1010354000
"G0600210","1970","California","06","Glenn","021",,,,,,,,,"Glenn",42534350
"G0600230","1970","California","06","Humboldt","023",,,,,,,,,"Humboldt",264810950
"G0600250","1970","California","06","Imperial","025",,,,,,,,,"Imperial",165309600
"G0600270","1970","California","06","Inyo","027",,,,,"2840",,,,"Inyo",47263450
"G0600290","1970","California","06","Kern","029",,,,,"0680",,,,"Kern",830534900
"G0600310","1970","California","06","Kings","031",,,,,,,,,"Kings",134136500
"G0600330","1970","California","06","Lake","033",,,,,,,,,"Lake",46899150
"G0600350","1970","California","06","Lassen","035",,,,,"0680",,,,"Lassen",41885550
"G0600370","1970","California","06","Los Angeles","037",,,,,"4480",,,,"Los Angeles",22618040850
"G0600390","1970","California","06","Madera","039",,,,,,,,,"Madera",93193700
"G0600410","1970","California","06","Marin","041",,,,,"7360",,,,"Marin",837648200
"G0600430","1970","California","06","Mariposa","043",,,,,,,,,"Mariposa",13745500
"G0600450","1970","California","06","Mendocino","045",,,,,,,,,"Mendocino",129077600
"G0600470","1970","California","06","Merced","047",,,,,,,,,"Merced",234811450
"G0600490","1970","California","06","Modoc","049",,,,,,,,,"Modoc",19314750
"G0600510","1970","California","06","Mono","051",,,,,"7360",,,,"Mono",11043900
"G0600530","1970","California","06","Monterey","053",,,,,"7120",,,,"Monterey",624515900
"G0600550","1970","California","06","Napa","055",,,,,"8720",,,,"Napa",228756550
"G0600570","1970","California","06","Nevada","057",,,,,"8720",,,,"Nevada",69387650
"G0600590","1970","California","06","Orange","059",,,,,"0360",,,,"Orange",4937695350
"G0600610","1970","California","06","Placer","061",,,,,"6920",,,,"Placer",215870050
"G0600630","1970","California","06","Plumas","063",,,,,"6920",,,,"Plumas",34677700
"G0600650","1970","California","06","Riverside","065",,,,,"7280",,,,"Riverside",1235074600
"G0600670","1970","California","06","Sacramento","067",,,,,"6920",,,,"Sacramento",1898617350
"G0600690","1970","California","06","San Benito","069",,,,,"6920",,,,"San Benito",45176900
"G0600710","1970","California","06","San Bernardino","071",,,,,"7280",,,,"San Bernardino",1819948400
"G0600730","1970","California","06","San Diego","073",,,,,"7320",,,,"San Diego",3735851850
"G0600750","1970","California","06","San Francisco","075",,,,,"7360",,,,"San Francisco",2067947850
"G0600770","1970","California","06","San Joaquin","077",,,,,"8120",,,,"San Joaquin",783139950
"G0600790","1970","California","06","San Luis Obispo","079",,,,,"8120",,,,"San Luis Obispo",248353350
"G0600810","1970","California","06","San Mateo","081",,,,,"7360",,,,"San Mateo",2223496350
"G0600830","1970","California","06","Santa Barbara","083",,,,,"7480",,,,"Santa Barbara",745281550
"G0600850","1970","California","06","Santa Clara","085",,,,,"7400",,,,"Santa Clara",3582724300
"G0600870","1970","California","06","Santa Cruz","087",,,,,,,,,"Santa Cruz",334160350
"G0600890","1970","California","06","Shasta","089",,,,,,,,,"Shasta",207232500
"G0600910","1970","California","06","Sierra","091",,,,,,,,,"Sierra",6482200
"G0600930","1970","California","06","Siskiyou","093",,,,,"7400",,,,"Siskiyou",88168850
"G0600950","1970","California","06","Solano","095",,,,,"8720",,,,"Solano",454558800
"G0600970","1970","California","06","Sonoma","097",,,,,"7500",,,,"Sonoma",575209550
"G0600990","1970","California","06","Stanislaus","099",,,,,"5170",,,,"Stanislaus",511418800
"G0601010","1970","California","06","Sutter","101",,,,,,,,,"Sutter",117653350
"G0601030","1970","California","06","Tehama","103",,,,,,,,,"Tehama",75651200
"G0601050","1970","California","06","Trinity","105",,,,,,,,,"Trinity",18978300
"G0601070","1970","California","06","Tulare","107",,,,,,,,,"Tulare",426196950
"G0601090","1970","California","06","Tuolumne","109",,,,,"5170",,,,"Tuolumne",59494150
"G0601110","1970","California","06","Ventura","111",,,,,"6000",,,,"Ventura",1101290900
"G0601130","1970","California","06","Yolo","113",,,,,"6920",,,,"Yolo",232910250
"G0601150","1970","California","06","Yuba","115",,,,,"6920",,,,"Yuba",90314600
"G0800010","1970","Colorado","08","Adams","001",,,,,"2080",,,,"Adams",493261350
"G0800030","1970","Colorado","08","Alamosa","003",,,,,,,,,"Alamosa",21820100
"G0800050","1970","Colorado","08","Arapahoe","005",,,,,"2080",,,,"Arapahoe",573655500
"G0800070","1970","Colorado","08","Archuleta","007",,,,,,,,,"Archuleta",5778400
"G0800090","1970","Colorado","08","Baca","009",,,,,,,,,"Baca",13510250
"G0800110","1970","Colorado","08","Bent","011",,,,,,,,,"Bent",11026950
"G0800130","1970","Colorado","08","Boulder","013",,,,,"2080",,,,"Boulder",382747500
"G0800150","1970","Colorado","08","Chaffee","015",,,,,,,,,"Chaffee",22077050
"G0800170","1970","Colorado","08","Cheyenne","017",,,,,,,,,"Cheyenne",4890400
"G0800190","1970","Colorado","08","Clear Creek","019",,,,,,,,,"Clear Creek",13317700
"G0800210","1970","Colorado","08","Conejos","021",,,,,,,,,"Conejos",9606300
"G0800230","1970","Colorado","08","Costilla","023",,,,,,,,,"Costilla",4241550
"G0800250","1970","Colorado","08","Crowley","025",,,,,,,,,"Crowley",5274000
"G0800270","1970","Colorado","08","Custer","027",,,,,,,,,"Custer",1912200
"G0800290","1970","Colorado","08","Delta","029",,,,,,,,,"Delta",30429900
"G0800310","1970","Colorado","08","Denver","031",,,,,"2080",,,,"Denver",1456610350
"G0800330","1970","Colorado","08","Dolores","033",,,,,,,,,"Dolores",3885650
"G0800350","1970","Colorado","08","Douglas","035",,,,,,,,,"Douglas",25681000
"G0800370","1970","Colorado","08","Eagle","037",,,,,,,,,"Eagle",19066300
"G0800390","1970","Colorado","08","Elbert","039",,,,,"2080",,,,"Elbert",8396800
"G0800410","1970","Colorado","08","El Paso","041",,,,,"1720",,,,"El Paso",576566400
"G0800430","1970","Colorado","08","Fremont","043",,,,,,,,,"Fremont",44174100
"G0800450","1970","Colorado","08","Garfield","045",,,,,,,,,"Garfield",40057100
"G0800470","1970","Colorado","08","Gilpin","047",,,,,,,,,"Gilpin",2727950
"G0800490","1970","Colorado","08","Grand","049",,,,,,,,,"Grand",10792250
"G0800510","1970","Colorado","08","Gunnison","051",,,,,,,,,"Gunnison",14239700
"G0800530","1970","Colorado","08","Hinsdale","053",,,,,,,,,"Hinsdale",518750
"G0800550","1970","Colorado","08","Huerfano","055",,,,,,,,,"Huerfano",13559900
"G0800570","1970","Colorado","08","Jackson","057",,,,,"1720",,,,"Jackson",4838450
"G0800590","1970","Colorado","08","Jefferson","059",,,,,"2080",,,,"Jefferson",794859100
"G0800610","1970","Colorado","08","Kiowa","061",,,,,,,,,"Kiowa",4267300
"G0800630","1970","Colorado","08","Kit Carson","063",,,,,,,,,"Kit Carson",18723250
"G0800650","1970","Colorado","08","Lake","065",,,,,,,,,"Lake",18509350
"G0800670","1970","Colorado","08","La Plata","067",,,,,,,,,"La Plata",42591000
"G0800690","1970","Colorado","08","Larimer","069",,,,,,,,,"Larimer",220522650
"G0800710","1970","Colorado","08","Las Animas","071",,,,,,,,,"Las Animas",26874400
"G0800730","1970","Colorado","08","Lincoln","073",,,,,,,,,"Lincoln",10353400
"G0800750","1970","Colorado","08","Logan","075",,,,,,,,,"Logan",42502050
"G0800770","1970","Colorado","08","Mesa","077",,,,,,,,,"Mesa",126734850
"G0800790","1970","Colorado","08","Mineral","079",,,,,,,,,"Mineral",2179750
"G0800810","1970","Colorado","08","Moffat","081",,,,,,,,,"Moffat",15248500
"G0800830","1970","Colorado","08","Montezuma","083",,,,,,,,,"Montezuma",26373650
"G0800850","1970","Colorado","08","Montrose","085",,,,,,,,,"Montrose",40339700
"G0800870","1970","Colorado","08","Morgan","087",,,,,,,,,"Morgan",43443100
"G0800890","1970","Colorado","08","Otero","089",,,,,,,,,"Otero",45446300
"G0800910","1970","Colorado","08","Ouray","091",,,,,,,,,"Ouray",3445500
"G0800930","1970","Colorado","08","Park","093",,,,,,,,,"Park",4145800
"G0800950","1970","Colorado","08","Phillips","095",,,,,,,,,"Phillips",9367500
"G0800970","1970","Colorado","08","Pitkin","097",,,,,,,,,"Pitkin",21287600
"G0800990","1970","Colorado","08","Prowers","099",,,,,"2080",,,,"Prowers",27930550
"G0801010","1970","Colorado","08","Pueblo","101",,,,,"6560",,,,"Pueblo",268421400
"G0801030","1970","Colorado","08","Rio Blanco","103",,,,,,,,,"Rio Blanco",10870600
"G0801050","1970","Colorado","08","Rio Grande","105",,,,,,,,,"Rio Grande",22160800
"G0801070","1970","Colorado","08","Routt","107",,,,,,,,,"Routt",15313150
"G0801090","1970","Colorado","08","Saguache","109",,,,,,,,,"Saguache",6375550
"G0801110","1970","Colorado","08","San Juan","111",,,,,,,,,"San Juan",2184850
"G0801130","1970","Colorado","08","San Miguel","113",,,,,,,,,"San Miguel",3746900
"G0801150","1970","Colorado","08","Sedgwick","115",,,,,,,,,"Sedgwick",9373950
"G0801170","1970","Colorado","08","Summit","117",,,,,,,,,"Summit",7506250
"G0801190","1970","Colorado","08","Teller","119",,,,,,,,,"Teller",7338200
"G0801210","1970","Colorado","08","Washington","121",,,,,,,,,"Washington",12001800
"G0801230","1970","Colorado","08","Weld","123",,,,,,,,,"Weld",206850900
"G0801250","1970","Colorado","08","Yuma","125",,,,,"6560",,,,"Yuma",18277350
"G0900010","1970","Connecticut","09","Fairfield","001",,,,,,,,,"Fairfield",3363601200
"G0900030","1970","Connecticut","09","Hartford","003",,,,,,,,,"Hartford",2805385700
"G0900050","1970","Connecticut","09","Litchfield","005",,,,,,,,,"Litchfield",483282000
"G0900070","1970","Connecticut","09","Middlesex","007",,,,,,,,,"Middlesex",369406250
"G0900090","1970","Connecticut","09","New Haven","009",,,,,,,,,"New Haven",2386069050
"G0900110","1970","Connecticut","09","New London","011",,,,,,,,,"New London",638237250
"G0900130","1970","Connecticut","09","Tolland","013",,,,,,,,,"Tolland",305541600
"G0900150","1970","Connecticut","09","Windham","015",,,,,,,,,"Windham",238045650
"G1000010","1970","Delaware","10","Kent","001",,,,,,,,,"Kent",185693950
"G1000030","1970","Delaware","10","New Castle","003",,,,,"9160",,,,"New Castle",1233399900
"G1000050","1970","Delaware","10","Sussex","005",,,,,"9160",,,,"Sussex",192520600
"G1100010","1970","District Of Columbia","11","District Of Columbia","001",,,,,"8840",,,,"District Of Columbia",1992631350
"G1200010","1970","Florida","12","Alachua","001",,,,,"2900",,,,"Alachua",242412350
"G1200030","1970","Florida","12","Baker","003",,,,,,,,,"Baker",16583950
"G1200050","1970","Florida","12","Bay","005",,,,,,,,,"Bay",168387150
"G1200070","1970","Florida","12","Bradford","007",,,,,,,,,"Bradford",26848100
"G1200090","1970","Florida","12","Brevard","009",,,,,"2900",,,,"Brevard",679135800
"G1200110","1970","Florida","12","Broward","011",,,,,"2680",,,,"Broward",2157633350
"G1200130","1970","Florida","12","Calhoun","013",,,,,,,,,"Calhoun",13223300
"G1200150","1970","Florida","12","Charlotte","015",,,,,,,,,"Charlotte",74733200
"G1200170","1970","Florida","12","Citrus","017",,,,,,,,,"Citrus",41366950
"G1200190","1970","Florida","12","Clay","019",,,,,,,,,"Clay",77546800
